,lumber,oil,dollar-index,spy_futures,vix,ten year bond,three year bond,macro_csv\ACDGNO.csv,macro_csv\ADXTNO.csv,macro_csv\ANDENO.csv,macro_csv\AWHMAN.csv,macro_csv\CMRMTSPL.csv,macro_csv\commodity-price-index-300.csv,macro_csv\energy-price-index-300.csv,macro_csv\FF.csv,macro_csv\food-and-beverage-price-index-300.csv,macro_csv\industrial-inputs-price-index-300.csv,macro_csv\IPBUSEQ.csv,macro_csv\IPMAT.csv,macro_csv\IPMINE.csv,macro_csv\IPUTIL.csv,macro_csv\metals-price-index-300.csv,macro_csv\NEWORDER.csv,macro_csv\NPPTTL.csv,macro_csv\PERMIT.csv,macro_csv\PERMIT1.csv,macro_csv\PERMIT5.csv,macro_csv\T10YIE.csv,macro_csv\TCU.csv,macro_csv\UEMPMEAN.csv,real_interest_rate,inflation_consumer_prices_annual,gdp_growth_annual,debt_percent_gdp,net_trades_goods_services,exports_of_goods_services_percent_gdp,imports_of_goods_services_percent_gdp,gni_usd,market_cap_domestic_companies_percent_gdp,merchandise_trade_percent_gdp,labels
2019-11-29,-0.0395936441781713,-0.0834779590419991,-0.0083351991695332,-0.0057090848916101,0.4527221082541945,-0.0106334497949264,-0.1375961149332255,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,-0.039593577,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-02,-0.0402969247083775,-0.0602324762240226,-0.0100872187805673,0.0045734242474637,0.3229240019720549,-0.0176897490172361,-0.1406851814311778,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,-0.04029697,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-03,-0.0065093572009763,-0.0247739602169981,-0.0082880268160079,0.0038849396594478,0.3484267118106674,-0.0266546870320455,-0.1453476586255827,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,-0.0065094233,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-04,-0.0108991825613079,-0.035509325681492,0.0005960455461009,0.0046330768594358,0.2049496949717393,-0.0308863025962399,-0.1506493506493506,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,-0.010899186,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-05,0.0382237211916807,-0.0482034863038064,0.0039828777318127,0.0117852103909037,0.1759482882239236,-0.0239628575707652,-0.1384615384615384,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,0.038223743,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-06,0.0915088927137119,-0.0403382067993659,0.0043042785967435,0.0179394752284349,0.0678233151403164,-0.0474985110184633,-0.1292211594768689,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,0.091508865,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-09,0.1072489601901365,0.001610594130279,0.0056961635568693,0.0376863143631436,0.0637636602169557,-0.0389319809069212,-0.1246548323471401,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,0.10724902,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-10,0.1429001203369435,0.0037486611924311,0.0090318735743202,0.0488491048593351,-0.0128847746410289,-0.0495618011483832,-0.1337278106508875,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,0.14290011,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-11,0.1910730663405686,0.0081850533807827,0.0085907117430401,0.0855123674911659,0.0532150983916313,-0.0558337126384463,-0.1461780929866036,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,0.19107306,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-12,0.1520764864057366,-0.0186390012308773,0.0053261771363604,0.0693671766342141,-0.0311418557235276,-0.0515197568389058,-0.1427725118483411,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,0.15207648,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-13,0.1241164828951089,-0.0432385874246339,0.0041297814486946,0.0713417809408087,0.0687361658189444,-0.0671150971599403,-0.173709834469328,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,0.12411642,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-16,0.1505813953488373,-0.0600887674974393,0.0001428498545994,0.0511904761904762,0.1110230460207237,-0.046661665416354,-0.1509617252768603,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,0.15058136,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-17,0.2040877667568381,-0.0378263185935002,-0.0013876559837563,0.0574535491052317,0.1358740998167553,-0.0414156626506023,-0.1655319976658237,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,0.20408773,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-18,0.1752547307132459,0.009701760689903,-0.005681066167113,0.0735179237913374,-0.0070643763112085,-0.0516984505363526,-0.1582008530438156,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,0.17525482,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-19,0.2055277859453101,0.0338270250502834,-0.0032734058717355,0.0557639836289223,0.0781249852949066,-0.0404312668463611,-0.1765042979942693,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,0.20552778,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-20,0.2193587054240335,0.0671266082416557,-0.0037176993043319,0.0902050514828829,0.0288386506437487,-0.028386902973866,-0.1840363154908265,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,0.21935868,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-23,0.2209648600357354,0.1029555686044234,-0.0016825746451296,0.0946989643672107,-0.1154949573271778,-0.0231161813269288,-0.1871667936024371,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,0.22096491,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,1
2019-12-24,0.1664756446991404,0.0877426722497145,0.0066236029939505,0.0796299498530175,-0.1799007705475096,-0.0214081109603497,-0.1608568646543329,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,0.16647565,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-26,0.1799941843559176,0.0502752293577981,0.0025411015522149,0.0666096622488243,-0.311695600834537,-0.0432965064198268,-0.1512490241998437,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,0.17999423,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-27,0.137503444475062,0.0351356271618423,0.002686222639852,0.0727162943155352,-0.2714367132864103,-0.0496811508230757,-0.1058615957655362,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,0.13750339,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-30,0.1342391304347825,-0.0052539404553415,0.0017121891561353,0.0596569087650422,-0.467263102880011,-0.05409029950827,-0.1147509207210699,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,0.13423908,2.4445,2.4426,2.9965,0.0,-580956000000.0,12.2915,15.184,20750874070890.0,147.6641,20.756,-1
2019-12-31,0.1315642458100558,0.0342205323193915,-0.0016962063887054,0.064761741808538,-0.3743183025372654,-0.0562796208530805,-0.1220351951032899,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,0.13156426,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-02,0.0714285714285714,0.0422250780246007,-0.0066558769977745,0.0970933286639816,-0.346844551476052,-0.0704183853859753,-0.1111323641928079,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,0.07142854,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-03,0.0986033519553073,0.0519409513395299,-0.0108132712927372,0.0903494320645106,-0.2862211825110453,-0.0700879765395895,-0.1195121951219513,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,0.09860337,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-06,0.0808580858085807,0.0162094763092268,-0.0128146823110895,0.1005932647007503,-0.2938230347648001,-0.0724274988959222,-0.1197077557137504,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,0.08085811,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-07,0.1226712525078819,-0.0138963121325494,-0.0080391897797607,0.0878968768924648,-0.3987671781206765,-0.062230803505124,-0.1089071856287426,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,0.122671366,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-08,0.1225204200700116,0.0238864942528735,-0.0102762700493993,0.0640642350730331,-0.2579908869671699,-0.0679323642835953,-0.0957983193277312,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,0.12252045,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-09,0.0951439864483343,0.0583559168925023,-0.0071267359346087,0.0568424651679631,-0.409502264005527,-0.0527492177022798,-0.080521472392638,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,0.095143914,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-10,0.1453605285837402,0.0664574487723832,-0.0065039491898054,0.0705437026841018,-0.43106704357364,-0.0558015943312666,-0.116621983914209,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,0.14536059,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-13,0.11914172783738,0.081469052945563,-0.00937878279268,0.0610005104645228,-0.3253925012797412,-0.0426748790145182,-0.1153170731707317,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,0.1191417,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-14,0.1380545604849821,0.0633533588203167,-0.0159386786713712,0.0585464333781964,-0.2381516412295122,-0.0464135021097046,-0.1282939026735911,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,0.13805461,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-15,0.1115891368647485,0.0417712441735389,-0.0093990316149246,0.0515809779417932,-0.2697143009730748,-0.0449746926970354,-0.124590795301367,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,0.11158919,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-16,0.0996723102129983,-0.0271557044612943,-0.0110325174291383,0.0529673465961555,-0.1689873445608967,-0.0423471599942186,-0.0851442117740023,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,0.09967232,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-17,0.1059333513952858,0.0156079854809436,-0.0123249299719887,0.0552291421856638,-0.26019185091029,-0.0451789838337182,-0.0848592242567434,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,0.10593331,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-21,0.1422209852490954,0.0181488203266788,-0.0106523272574857,0.0552964690206529,-0.4026170415593683,-0.0378941278565229,-0.0713445707565659,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,0.14222097,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-22,0.170602945262573,0.0832406377456433,-0.0119326635009273,0.0542873744500704,-0.4026915039266504,-0.0153688524590163,-0.075656605252842,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,0.17060292,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-23,0.1365262868153041,0.0385709207252045,-0.0091162733655604,0.0631543958783447,-0.4214672422959219,-0.0223946135831381,-0.1072480848556276,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,0.13652635,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-24,0.1300923411189571,0.0515097690941386,-0.0087837287030243,0.0646343494919208,-0.3478036363428468,-0.0413235294117646,-0.0848000000000001,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,0.13009226,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-27,0.0983390456103348,0.0442321302193913,-0.0100385864529989,0.0635804521276595,-0.1661073519439222,-0.0578102189781022,-0.0738188976377952,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,0.09833908,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-28,0.0959271168274384,0.0240276577355229,-0.0069031012897362,0.0675585840119661,-0.1591148354544966,-0.0536106635418192,-0.0522915404805168,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,0.09592712,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-01-29,0.0722371967654986,0.0236933797909406,-0.0156498646854317,0.0723902925531914,-0.2472024259612076,-0.0452735584722017,0.0059322033898305,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,0.072237134,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-30,0.0862022228246137,0.0539910313901343,-0.0224674732951956,0.079528349222278,-0.1621465365443267,-0.0341564394499482,-0.0067567567567567,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,0.086202264,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-01-31,0.1186861716809273,0.0903975313123979,-0.0238353196099675,0.0763263263263263,-0.1628764903285586,-0.0465524813350901,-0.0028771064529385,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,0.1186862,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-02-03,0.1318283166109253,0.0977210574293527,-0.0299229456377939,0.0923322952613416,0.0573333104451496,-0.0475359790667248,-0.0361347949654892,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,0.13182843,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,1
2020-02-04,0.1295248868778278,-0.0311605723370429,-0.0227988296870728,0.0841356215989954,0.0268500219463749,-0.0501175778953556,-0.0360601689676488,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,0.12952483,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-02-05,0.1124645892351274,0.0254465790360634,-0.0219680004863763,0.0815299446401609,-0.0138157921567187,-0.0400177200236266,-0.0185536580223487,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,0.11246467,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-02-06,0.0661290322580645,0.0528308380657374,-0.0222244773695962,0.0901729228173766,-0.0458590069841469,-0.031787693205016,-0.0182504719949655,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,0.06612909,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-02-07,0.0451918024172359,0.0386664375322221,-0.0181341889367232,0.0941749202618766,-0.1118143546223795,-0.0404304828388598,-0.025528353211969,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,0.045191765,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
2020-02-10,0.0633377135348227,0.0418316405577552,-0.0169158262808494,0.1013530763339289,-0.1164482863499496,-0.044642857142857,-0.0538651315789472,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,0.06333768,3.436,1.8122,2.1612,0.0,-576338000000.0,11.7562,14.5381,21659103484045.5,158.1229,19.6452,-1
